customer_id,customer_name,id_number,date_of_birth,gender,employment_status,monthly_income,marital_status,customer_segment,province,email,phone,credit_score,onboarding_date,source_system,record_created_at
CUST004388,Dr Nathan Newton,90011288960886,1990-01-12,M,Unemployed,593.08,Single,Business,Gauteng,joshpage@example.org,0121 4960922,300,2023-09-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004389,Marc Greenwood,64041489710883,1964-04-14,M,Retired,9421.56,Single,Retail,KwaZulu-Natal,wheath@example.net,+449098790522,306,2023-03-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004390,Harriet Palmer,66012789890827,1966-01-27,M,Unemployed,6876.94,Married,Retail,Eastern Cape,lyndabates@example.com,+441174960936,300,2019-08-22,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004391,Ms Rita Harris,00102372340853,2000-10-23,M,Contract,33471.71,Single,Retail,Western Cape,lauren93@example.net,+44(0)1174960773,326,2016-09-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004392,Miss Pamela Barnes,00100512520881,2000-10-05,F,Self-Employed,447612.65,Married,Private Banking,Western Cape,htucker@example.net,+44(0)1632 960650,799,2016-09-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004393,Wendy Williams,63021222010824,1963-02-12,F,Self-Employed,11879.78,Married,Retail,KwaZulu-Natal,jamesellis@example.net,(0118) 4960915,300,2021-08-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004394,Lucy Walsh,93051867180856,1993-05-18,M,Employed,107454.83,Single,Business,Western Cape,thomas07@example.net,+448081570768,480,2018-05-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004395,Dr Emma Macdonald,82031131880888,1982-03-11,F,Employed,68973.33,Married,Business,Gauteng,fnewton@example.org,(0161)4960359,387,2021-06-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004396,Colin Griffin,53081722140877,1953-08-17,F,Employed,152606.65,Single,Business,Gauteng,dalexander@example.net,(0115) 4960021,487,2017-03-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004397,Yvonne Parkin,69081951070848,1969-08-19,M,Employed,24404.76,Widowed,Youth,KwaZulu-Natal,kathryngray@example.org,0306 9990528,346,2021-04-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004398,Mr Iain Foster,93100176030815,1993-10-01,M,Employed,38168.3,Married,Retail,Western Cape,anthony88@example.com,+44115 496 0231,398,2015-12-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004399,Darren Wong,70101688010836,1970-10-16,M,Employed,94816.83,Single,Private Banking,Mpumalanga,cartwrightcraig@example.net,(0161) 496 0515,477,2019-12-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004400,Mr Gerald Morris,55082278990858,1955-08-22,M,Unemployed,2533.28,Divorced,Retail,Gauteng,ryan69@example.com,01154960298,300,2017-10-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004401,Elliott Russell-Ingram,73091990310848,1973-09-19,M,Contract,9057.45,Married,Retail,Gauteng,rachelsimpson@example.org,+44(0)1174960005,325,2018-09-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004402,Mr Mitchell Lambert,83022291730811,1983-02-22,M,Employed,9486.18,Married,Retail,Free State,chelsea87@example.net,+44(0)1134960389,346,2021-06-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004403,Anna Clarke,70123096940851,1970-12-30,M,Employed,10942.07,Married,Retail,KwaZulu-Natal,mwarner@example.net,+44(0)306 9990391,378,2021-02-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004404,Jill Mills,53110390810891,1953-11-03,M,Contract,196057.31,Single,Private Banking,Gauteng,gilldale@example.org,(029)2018383,567,2023-07-22,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004405,Ms Rosemary Shaw,68072018240883,1968-07-20,F,Contract,81714.47,Single,Business,Limpopo,browngarry@example.com,+441174960224,421,2022-05-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004406,Wayne Powell,96061820570896,1996-06-18,F,Unemployed,3203.63,Single,Retail,Eastern Cape,gemma26@example.com,+44(0)141 4960273,300,2017-12-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004407,Kayleigh Kemp,82053001540853,1982-05-30,F,Retired,11073.97,Single,Retail,KwaZulu-Natal,loweamber@example.com,(0116) 4960133,325,2021-03-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004408,Adrian Ellis,84102697880890,1984-10-26,M,Retired,16571.14,Single,Business,Mpumalanga,aaronclarke@example.net,+44(0)114 496 0360,366,2020-12-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004409,Dr Eric Adams,92022094930815,1992-02-20,M,Employed,139389.36,Married,Private Banking,Gauteng,denisatkinson@example.net,+44131 496 0603,568,2018-04-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004410,Mr Elliott Bell,90101511490894,1990-10-15,F,Employed,13836.4,Widowed,Retail,Western Cape,graeme16@example.com,+44(0)116 496 0877,373,2022-09-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004411,Stewart Walker,54030285400810,1954-03-02,M,Contract,136520.14,Married,Business,Eastern Cape,tonybarnett@example.net,+44(0)1614960538,417,2015-03-31,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004412,Ms Margaret Mitchell,53073163810888,1953-07-31,M,Employed,320131.7,Married,Private Banking,Western Cape,vfreeman@example.com,01414960018,733,2016-07-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004413,Alexandra Thorpe,79012820550844,1979-01-28,F,Contract,56180.8,Divorced,Business,North West,fwilliams@example.org,(0141)4960563,429,2023-08-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004414,Suzanne Howe,59040612050893,1959-04-06,F,Employed,39533.78,Single,Retail,Gauteng,preid@example.net,(0191) 4960261,375,2023-08-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004415,Gregory Hunt,96101053620839,1996-10-10,M,Contract,85940.1,Single,Business,Gauteng,pottsdenis@example.com,+44116 496 0050,431,2015-10-06,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004416,Samuel Young,74071557370855,1974-07-15,M,Employed,92384.45,Married,Business,Western Cape,ydoyle@example.com,+44808 157 0543,430,2023-10-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004417,Vanessa Davies,73081693450886,1973-08-16,M,Employed,101478.21,Single,Business,KwaZulu-Natal,oliviaandrews@example.net,020 74960132,473,2022-11-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004418,Mr Charlie Moss,98110261460852,1998-11-02,M,Self-Employed,84859.32,Single,Business,Gauteng,cjennings@example.org,0141 4960090,378,2022-12-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004419,Cameron White,65080692640845,1965-08-06,M,Unemployed,4459.64,Single,Senior,Gauteng,terry39@example.com,0117 496 0862,300,2023-04-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004420,Aimee Austin,83101751430869,1983-10-17,M,Employed,22379.97,Widowed,Retail,Free State,brandonprice@example.org,029 2018 0200,358,2018-07-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004421,Dr Claire Thomas,83121765660849,1983-12-17,M,Unemployed,2075.48,Married,Senior,Mpumalanga,christiandavies@example.com,(0113) 496 0487,300,2019-01-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004422,Teresa Russell-Warner,82101012580815,1982-10-10,F,Contract,183760.73,Single,Business,Gauteng,ilowe@example.org,0306 9990973,525,2023-08-31,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004423,Mrs Natalie Morris,56122518620822,1956-12-25,F,Self-Employed,82419.63,Single,Business,Western Cape,shauntaylor@example.net,+44(0)115 496 0464,357,2020-01-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004424,Jill Patel,96050946160866,1996-05-09,F,Contract,33844.09,Married,Retail,Western Cape,tfisher@example.org,0909 879 0871,375,2023-05-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004425,Gavin Begum,72072787660870,1972-07-27,M,Self-Employed,20847.39,Married,Retail,Limpopo,ellischristopher@example.org,+44(0)113 496 0372,300,2017-05-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004426,Richard Lyons,83100673400878,1983-10-06,M,Employed,262792.39,Married,Private Banking,KwaZulu-Natal,rosiesmith@example.net,0191 4960774,637,2017-01-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004427,Clare Patel-Williams,69123085780868,1969-12-30,M,Employed,70110.4,Single,Business,Eastern Cape,annette87@example.com,(0121) 496 0945,455,2018-08-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004428,Mr Clive Bell,96042979700888,1996-04-29,M,Contract,35836.2,Married,Retail,Mpumalanga,boliver@example.com,0909 8790382,382,2020-04-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004429,Miss Lynn Reynolds,86053079920824,1986-05-30,M,Self-Employed,155324.55,Married,Business,KwaZulu-Natal,royhayes@example.net,+44(0)118 496 0736,481,2017-07-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004430,Barbara Hamilton,81082925290818,1981-08-29,F,Employed,8822.88,Married,Retail,Gauteng,walshmohammad@example.com,0121 4960019,327,2020-03-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004431,Mathew Howard,80121542060864,1980-12-15,F,Self-Employed,8685.43,Married,Senior,Western Cape,ubrown@example.com,(0161) 496 0576,300,2019-01-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004432,Karl Lewis,93090521890897,1993-09-05,F,Employed,23447.53,Married,Youth,Limpopo,darren15@example.com,01632 960 040,341,2018-09-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004433,Russell Wells-Kirby,93040292810830,1993-04-02,M,Employed,40886.59,Married,Retail,KwaZulu-Natal,leon60@example.net,+441154960977,331,2017-03-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004434,Ms Janice Tomlinson,50080516500810,1950-08-05,F,Employed,15121.74,Divorced,Youth,Mpumalanga,zoeknight@example.org,+441174960340,328,2022-08-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004435,Charlie Nicholls,95010991030876,1995-01-09,M,Employed,14867.15,Married,Youth,Mpumalanga,gmorris@example.org,+44118 496 0751,351,2022-11-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004436,Lynne Jackson,62062060570887,1962-06-20,M,Employed,38059.69,Single,Retail,Western Cape,ewalker@example.com,0117 4960583,411,2017-11-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004437,Catherine Bennett,89061976210892,1989-06-19,M,Employed,53536.52,Single,Business,Western Cape,ilamb@example.net,0292018789,462,2017-11-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004438,Dr Nicholas Parsons,64110942590860,1964-11-09,F,Self-Employed,32186.87,Single,Retail,KwaZulu-Natal,andrewbrown@example.net,+44292018839,368,2021-10-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004439,Gerard Evans,70082042130845,1970-08-20,F,Employed,110917.11,Married,Business,Gauteng,georgeball@example.com,+441144960742,454,2023-05-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004440,Josephine Barnes,56120158680883,1956-12-01,M,Employed,35503.25,Divorced,Retail,Western Cape,lynnwood@example.com,+4420 74960600,358,2015-04-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004441,Mrs Ashleigh Booth,96022934420830,1996-02-29,F,Employed,9113.8,Single,Retail,Gauteng,iberry@example.net,+44(0)1144960914,383,2016-07-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004442,Dr Laura Thomas,75031220040892,1975-03-12,F,Employed,29930.85,Married,Retail,Limpopo,dhall@example.com,(0909) 879 0516,326,2016-05-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004443,Lisa Ward,68122268000831,1968-12-22,M,Employed,28598.94,Married,Retail,North West,wbutler@example.org,+44808 157 0412,360,2022-03-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004444,Joan Ellis,63062585170813,1963-06-25,M,Employed,433156.3,Married,Private Banking,Gauteng,xsmith@example.org,(0151) 496 0266,835,2019-08-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004445,Joyce Cooper,66100879530880,1966-10-08,M,Employed,33042.94,Married,Retail,KwaZulu-Natal,ericbryant@example.com,+441632 960889,384,2019-10-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004446,Francesca Law,64021330860889,1964-02-13,F,Contract,40565.93,Single,Retail,KwaZulu-Natal,david81@example.com,+449098790562,393,2019-06-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004447,Lewis Cooper,82070172930831,1982-07-01,M,Employed,22745.47,Married,Youth,Eastern Cape,ruthlewis@example.net,0118 496 0991,321,2020-06-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004448,Phillip Hammond-Hudson,60081337620863,1960-08-13,F,Employed,23102.07,Single,Retail,KwaZulu-Natal,smithstephanie@example.com,+44(0)9098790822,364,2023-12-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004449,Ms Nicola Ellis,70083189360847,1970-08-31,M,Employed,53363.8,Divorced,Business,Gauteng,owenwhite@example.org,+44(0)117 496 0143,446,2015-07-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004450,Andrew Whittaker,87031442290836,1987-03-14,F,Employed,24647.94,Married,Senior,Gauteng,vhussain@example.com,+44121 496 0094,410,2020-12-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004451,Jayne Taylor,79081758080866,1979-08-17,M,Contract,22474.92,Married,Youth,Gauteng,marshaaron@example.net,(0808) 1570648,355,2015-09-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004452,Jonathan Perry,60030215760899,1960-03-02,F,Employed,10773.27,Single,Retail,North West,denisduffy@example.com,+44306 9990204,345,2020-09-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004453,Paul Walker,93031400200859,1993-03-14,F,Employed,28643.16,Single,Retail,Western Cape,brendaheath@example.net,+44306 999 0512,404,2019-03-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004454,Philip Cooper,92121533000833,1992-12-15,F,Employed,10219.99,Married,Senior,Free State,karl00@example.com,(0113)4960685,313,2015-03-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004455,Thomas Turner,92122248360837,1992-12-22,F,Self-Employed,8998.85,Single,Retail,Western Cape,lewissamantha@example.org,+44(0)115 4960085,319,2021-05-06,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004456,Nathan Atkinson-Walsh,68112657080857,1968-11-26,M,Employed,33146.51,Divorced,Retail,KwaZulu-Natal,greenjordan@example.net,+44(0)1154960692,332,2019-11-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004457,Alexander Gibson,64061907550877,1964-06-19,F,Self-Employed,33228.44,Single,Retail,Eastern Cape,lsmith@example.net,+44(0)131 4960217,322,2015-05-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004458,Kim Green,86111257390869,1986-11-12,M,Employed,30224.35,Married,Retail,Eastern Cape,alanford@example.com,029 2018 0703,324,2020-08-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004459,Ms Melanie Lowe,52010694300874,1952-01-06,M,Employed,176067.88,Single,Business,Gauteng,jtaylor@example.org,+44(0)116 4960844,581,2023-12-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004460,Harriet Morris,71111112250847,1971-11-11,F,Self-Employed,113968.1,Single,Private Banking,Gauteng,tonyholmes@example.org,02074960304,430,2018-09-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004461,Joanna Bell,53111462010858,1953-11-14,M,Self-Employed,9947.29,Married,Senior,Gauteng,kim94@example.com,(0151) 4960926,329,2023-11-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004462,Mr Iain West,61062279630853,1961-06-22,M,Self-Employed,443104.88,Married,Private Banking,Eastern Cape,vriley@example.org,+44(0)29 2018 0522,799,2021-01-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004463,Abdul Fletcher,64061546130849,1964-06-15,F,Employed,26621.24,Single,Retail,Eastern Cape,frederick42@example.net,0131 496 0389,378,2020-07-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004464,Dr Brett Ward,62020183940889,1962-02-01,M,Employed,18102.95,Married,Retail,Gauteng,dunngeorge@example.org,0114 4960649,396,2018-03-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004465,Billy Crawford,95122944950885,1995-12-29,F,Employed,27668.4,Married,Senior,Gauteng,vanessa74@example.net,+44(0)28 9018 0928,407,2021-06-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004466,Donald Charlton,53070851910863,1953-07-08,M,Self-Employed,41092.94,Divorced,Retail,Western Cape,lorrainebrown@example.org,+4420 7496 0780,300,2018-09-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004467,Amber Stevenson,63030662510840,1963-03-06,M,Self-Employed,33515.32,Divorced,Retail,Western Cape,russell04@example.org,+44306 9990627,381,2022-02-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004468,Arthur Reynolds,55010760930868,1955-01-07,M,Employed,20838.65,Single,Youth,Western Cape,geraldine86@example.com,(0116) 4960958,320,2015-10-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004469,Peter Ford,64120311830838,1964-12-03,F,Self-Employed,78024.53,Married,Business,Free State,carolinebevan@example.com,+44(0)151 496 0466,447,2023-03-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004470,Julian Poole-Gordon,73030338810825,1973-03-03,F,Self-Employed,18684.69,Married,Retail,Eastern Cape,scottmaureen@example.com,+44909 879 0199,300,2015-11-06,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004471,Dr Dawn Leach,66022536880889,1966-02-25,F,Employed,22282.48,Single,Youth,Gauteng,juliathompson@example.net,0131 496 0091,324,2021-05-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004472,Mrs Amy Morris,96050841170884,1996-05-08,F,Unemployed,4918.9,Single,Senior,Gauteng,teresahussain@example.org,+44151 496 0255,300,2016-01-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004473,Carl Barnes,86051752200829,1986-05-17,M,Contract,16664.02,Single,Retail,Gauteng,morleyaimee@example.net,(01632) 960894,308,2021-04-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004474,Gordon Jones-Shaw,00072564020839,2000-07-25,M,Employed,15483.24,Married,Youth,Gauteng,brenda80@example.net,(0117) 4960269,300,2023-10-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004475,Russell Lee,51090338620896,1951-09-03,F,Unemployed,5486.88,Single,Retail,Eastern Cape,leighswift@example.org,(0306)9990097,300,2016-04-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004476,Marian Bailey,75060796950817,1975-06-07,M,Employed,67153.34,Divorced,Business,Western Cape,josephinewhite@example.com,(0141)4960508,411,2020-12-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004477,Carl Barnes,57091052940864,1957-09-10,M,Self-Employed,18098.13,Married,Youth,Western Cape,garyhall@example.net,+44(0)118 496 0268,316,2016-10-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004478,Kathleen Johnston,69060775910844,1969-06-07,M,Contract,8180.06,Married,Senior,Western Cape,dwallace@example.com,(0909) 879 0943,319,2023-12-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004479,Dr Glen Griffiths,90042044410890,1990-04-20,F,Employed,19236.59,Single,Retail,Gauteng,marionabbott@example.com,+448081570336,398,2020-10-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004480,Alexander Preston,92041736700817,1992-04-17,F,Employed,32936.96,Single,Retail,Gauteng,andreacarr@example.net,(0306) 9990081,407,2015-12-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004481,Ricky Walker,93031995230845,1993-03-19,M,Unemployed,1194.79,Married,Retail,Eastern Cape,catherineroberts@example.com,0121 4960504,300,2021-06-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004482,Dr Barry Wilson,65042188170867,1965-04-21,M,Employed,67773.84,Divorced,Business,Limpopo,daviesben@example.net,+44(0)1154960273,425,2020-04-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004483,Rachael Gill-Cunningham,69090647580851,1969-09-06,F,Employed,40526.45,Married,Retail,Gauteng,natasha54@example.com,+44191 496 0565,419,2021-11-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004484,Alexander Pritchard,86110821250819,1986-11-08,F,Employed,32949.88,Divorced,Retail,KwaZulu-Natal,sharpconor@example.net,02074960101,362,2022-04-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004485,Sheila Smart,62102186460863,1962-10-21,M,Contract,26459.99,Married,Retail,KwaZulu-Natal,coxjessica@example.net,(0131) 4960867,362,2017-02-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004486,Sara Barry,66042640660850,1966-04-26,F,Unemployed,1687.15,Married,Retail,Eastern Cape,jonathanwade@example.com,0191 4960890,300,2023-06-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004487,Mr Douglas Lewis,95103075710835,1995-10-30,M,Employed,20632.16,Single,Retail,KwaZulu-Natal,rgrant@example.com,(0141) 4960628,358,2015-10-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004488,Alice Curtis-Jones,73092498600877,1973-09-24,M,Contract,321218.81,Divorced,Private Banking,Limpopo,arthurashton@example.net,(0113)4960404,701,2023-08-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004489,Miss Annette Yates,65011706340879,1965-01-17,F,Employed,13746.57,Widowed,Retail,Gauteng,margaretholloway@example.net,01134960971,382,2022-09-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004490,Sharon Cox,80092844300889,1980-09-28,F,Retired,12226.16,Married,Retail,Western Cape,nicholas09@example.net,+44(0)116 4960034,365,2019-11-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004491,Dr Darren Wright,90090753250867,1990-09-07,M,Self-Employed,13179.49,Single,Youth,Eastern Cape,liam97@example.org,+44151 4960357,300,2018-02-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004492,Dr Alan Owens,56030517210869,1956-03-05,F,Employed,111036.85,Married,Business,Limpopo,ygraham@example.net,+44(0)8081570016,484,2020-03-22,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004493,Sharon Stevens,70081442120818,1970-08-14,F,Employed,11905.75,Married,Retail,Gauteng,rosemarybrowne@example.org,(0909) 879 0486,350,2020-01-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004494,Donald O'Neill,83120728890884,1983-12-07,F,Employed,11940.39,Married,Retail,KwaZulu-Natal,hbarry@example.com,+448081570064,343,2023-04-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004495,Heather Parsons,84073105300851,1984-07-31,F,Employed,193898.86,Married,Business,Gauteng,waltontimothy@example.org,(020) 7496 0380,529,2016-09-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004496,Ms Joan Fox,61111140470887,1961-11-11,F,Contract,44236.61,Divorced,Retail,Limpopo,pearceandrea@example.org,(0141) 4960069,337,2022-04-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004497,Garry Farmer,59092854750881,1959-09-28,M,Employed,258989.16,Married,Private Banking,Eastern Cape,mandy73@example.org,(028) 9018110,683,2018-09-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004498,Dr Kelly Hughes,51062797590848,1951-06-27,M,Retired,16834.93,Single,Retail,Gauteng,daviesashleigh@example.com,(0151) 496 0468,348,2015-10-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004499,Stewart Phillips,68022680270875,1968-02-26,M,Self-Employed,32264.28,Single,Retail,KwaZulu-Natal,roy11@example.com,(0121) 496 0759,348,2017-01-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004500,Graham Stokes,96112399850890,1996-11-23,M,Self-Employed,12325.92,Married,Retail,Western Cape,hobbszoe@example.com,+44(0)29 2018 0727,300,2022-04-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004501,Mr Stanley Wells,95040131990831,1995-04-01,F,Employed,80435.37,Widowed,Business,Gauteng,echamberlain@example.net,01154960516,396,2021-06-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004502,Alex Simpson,87083083170880,1987-08-30,M,Unemployed,2509.21,Married,Youth,Mpumalanga,catherine20@example.net,+44(0)141 496 0234,300,2018-10-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004503,Mr Joseph Gill,63060267210874,1963-06-02,M,Self-Employed,30043.65,Divorced,Retail,Gauteng,tturner@example.com,+44(0)8081570255,302,2020-02-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004504,Shaun Kirk,58082271590880,1958-08-22,M,Contract,128596.04,Divorced,Business,Western Cape,jade15@example.net,+441632960559,473,2020-12-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004505,Stephen Murphy,65120191920866,1965-12-01,M,Retired,18852.63,Divorced,Retail,KwaZulu-Natal,bmartin@example.org,0131 496 0614,375,2023-10-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004506,Martin Morris,92091083670836,1992-09-10,M,Employed,37231.34,Single,Retail,Eastern Cape,guyjohn@example.com,+44(0)1632960060,328,2022-10-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004507,Dr Russell Woods,53070343010812,1953-07-03,F,Employed,22136.95,Married,Youth,Gauteng,abdul11@example.com,+44(0)118 4960423,337,2023-04-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004508,Lucy Bradley,97090462740812,1997-09-04,M,Contract,40975.46,Married,Retail,KwaZulu-Natal,elizabethjohnson@example.net,+44(0)1614960085,357,2019-11-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004509,Lynda Swift,95022739230861,1995-02-27,F,Contract,21025.53,Single,Youth,Gauteng,johnsonjayne@example.net,0118 4960426,351,2015-03-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004510,Miss Frances Young,60071706490829,1960-07-17,F,Self-Employed,86589.81,Married,Business,Eastern Cape,nallen@example.com,+4428 9018 0735,366,2019-07-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004511,Albert Morton,58051269480885,1958-05-12,M,Employed,9300.26,Single,Youth,Gauteng,xrees@example.com,(029) 2018427,300,2021-06-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004512,Hilary Matthews-Stewart,93040782690897,1993-04-07,M,Self-Employed,320142.28,Single,Private Banking,KwaZulu-Natal,hobbssuzanne@example.org,(0808)1570546,685,2018-04-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004513,Dominic Matthews,61091058910833,1961-09-10,M,Employed,33514.03,Married,Retail,KwaZulu-Natal,billy91@example.com,(0191) 4960366,401,2015-01-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004514,Francis Potter-Hodgson,98052009380890,1998-05-20,F,Employed,22303.01,Married,Retail,Gauteng,geraldallen@example.net,+449098790155,342,2021-12-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004515,Mohammed Turnbull,50020949360813,1950-02-09,F,Employed,39388.53,Married,Retail,Gauteng,abbiewright@example.org,(01632) 960 378,374,2019-05-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST004516,Denise Archer,88091777330821,1988-09-17,M,Employed,43540.96,Single,Retail,Gauteng,carol62@example.net,(0113) 4960198,402,2015-03-19,CORE_BANKING,2026-04-18 13:21:48.668940
